"fy","month","state","state_abb","plan","plan_abb","gov_type2","return","arr","mva","mean_arr","latest_arr","avg_return","rolling_5","rolling_10","rolling_15"
2015,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.0589,0.0775,2009367134,0.0769791666666667,0.065,0.0711211926469684,0.121116039278405,0.0711410655272946,0.0600421610022019
2016,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.0108,0.0775,1992073946,0.0769791666666667,0.065,0.0711211926469684,0.0797212439483692,0.0574099895512683,0.062397679214699
2017,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.11,0.0775,2169775040,0.0769791666666667,0.065,0.0711211926469684,0.0963790346817197,0.0509631923564644,0.0744889260120587
2018,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.0917,0.07,2314530148,0.0769791666666667,0.065,0.0711211926469684,0.0888440834246793,0.0627923161366086,0.0785458262601146
2019,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.0673,0.07,2423261830,0.0769791666666667,0.065,0.0711211926469684,0.0672019153388925,0.100958453498259,0.0731930391934841
2020,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",-0.0044,0.07,2361599888,0.0769791666666667,0.065,0.0711211926469684,0.0541261422601607,0.0871052044354015,0.0654391255064697
2021,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.3,0.065,3003925228,0.0769791666666667,0.065,0.0711211926469684,0.108531931949436,0.094031752976546,0.0741831655364751
2022,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.039,0.065,3067193086,0.0769791666666667,0.065,0.0711211926469684,0.0939732973916172,0.0951755054610193,0.065108648838899
2023,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.089,0.065,3281627844,0.0769791666666667,0.065,0.0711211926469684,0.0934316368037755,0.0911354491368859,0.0729088205294977
2024,6,"Missouri","MO","Missouri MoDOT & Patrol Employees’ Retirement System","Missouri DOT and Highway","State Plans",0.133,0.065,3677657507,0.0769791666666667,0.065,0.0711211926469684,0.106573627088998,0.0867094801707051,0.102827004920872
2001,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",-0.017,0.08,1610045165,0.0779375,0.073,0.0653007967436663,NA,NA,NA
2002,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",-0.028,0.08,1585017222,0.0779375,0.073,0.0653007967436663,NA,NA,NA
2003,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.047,0.08,1677769645,0.0779375,0.073,0.0653007967436663,NA,NA,NA
2004,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.121,0.08,1888269914,0.0779375,0.073,0.0653007967436663,NA,NA,NA
2005,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.093,0.08,2068647166,0.0779375,0.073,0.0653007967436663,0.0415459818280919,NA,NA
2006,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.098,0.08,2286979838,0.0779375,0.073,0.0653007967436663,0.0648494532809405,NA,NA
2007,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.166,0.08,2681176296,0.0779375,0.073,0.0653007967436663,0.104319317873001,NA,NA
2008,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",-0.0485,0.08,2575662433,0.0779375,0.073,0.0653007967436663,0.0833956600915655,NA,NA
2009,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",-0.19,0.08,2113673631,0.0779375,0.073,0.0653007967436663,0.0152265639810412,NA,NA
2010,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.12,0.08,2404424630,0.0779375,0.073,0.0653007967436663,0.0201934830296571,0.0308144464144577,NA
2011,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.21,0.08,2918763616,0.0779375,0.073,0.0653007967436663,0.040205512554131,0.05245535361035,NA
2012,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.014,0.08,2964557037,0.0779375,0.073,0.0653007967436663,0.0115492487861515,0.0569169202990694,NA
2013,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.12,0.08,3316512796,0.0779375,0.073,0.0653007967436663,0.0450784149332648,0.064064574729406,NA
2014,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.17,0.08,3846322886,0.0779375,0.073,0.0653007967436663,0.124835583347628,0.0686266721009834,NA
2015,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.043,0.08,3983410821,0.0779375,0.073,0.0653007967436663,0.108925329789251,0.0636345211666962,0.0562201102485831
2016,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.018,0.0775,4007330675,0.0779375,0.073,0.0653007967436663,0.0712597438736495,0.0556184400410484,0.0586865186667691
2017,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.12,0.076,4446418008,0.0779375,0.073,0.0653007967436663,0.0927751203741984,0.0513780728675659,0.0687369711084556
2018,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.089,0.075,4769765292,0.0779375,0.073,0.0653007967436663,0.08665772097268,0.065665298585406,0.0715429415352598
2019,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.07,0.075,5018523615,0.0779375,0.073,0.0653007967436663,0.0674126695346744,0.0957480334496086,0.0682218512426052
2020,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.037,0.075,5118843874,0.0779375,0.073,0.0653007967436663,0.0661817464017134,0.0873435265562581,0.0644829193481924
2021,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.28,0.073,6453161951,0.0779375,0.073,0.0653007967436663,0.116152872363115,0.0934759440296569,0.075422716037711
2022,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",-0.03,0.073,6153590531,0.0779375,0.073,0.0653007967436663,0.0845121542103275,0.0886357976221763,0.0623087321528721
2023,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.062,0.073,6402733160,0.0779375,0.073,0.0653007967436663,0.0790802675527904,0.0828623662707579,0.0701183214470886
2024,6,"Missouri","MO","Missouri Public Education Employee Retirement System","Missouri PEERS","State Plans",0.106,0.073,6948147379,0.0779375,0.073,0.0653007967436663,0.0862455762834244,0.0767879505041469,0.0925713470865233
2001,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",-0.019,0.08,20183688633,0.0779375,0.073,0.0648724941598509,NA,NA,NA
2002,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",-0.028,0.08,19403476898,0.0779375,0.073,0.0648724941598509,NA,NA,NA
2003,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.048,0.08,20047981537,0.0779375,0.073,0.0648724941598509,NA,NA,NA
2004,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.12,0.08,22150379905,0.0779375,0.073,0.0648724941598509,NA,NA,NA
2005,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.0892,0.08,23738856296,0.0779375,0.073,0.0648724941598509,0.0404098185348145,NA,NA
2006,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.0949,0.08,25603528651,0.0779375,0.073,0.0648724941598509,0.0635196823996218,NA,NA
2007,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.16,0.08,29283666821,0.0779375,0.073,0.0648724941598509,0.101802812404599,NA,NA
2008,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",-0.0477,0.08,27435038622,0.0779375,0.073,0.0648724941598509,0.0809021406505817,NA,NA
2009,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",-0.2,0.08,21589177403,0.0779375,0.073,0.0648724941598509,0.0105568954656581,NA,NA
2010,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.13,0.08,23755741470,0.0779375,0.073,0.0648724941598509,0.0180167692452751,0.029152390152146,NA
2011,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.22,0.08,28100181498,0.0779375,0.073,0.0648724941598509,0.0402842108662398,0.0518377886089683,NA
2012,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.016,0.08,27816772561,0.0779375,0.073,0.0648724941598509,0.0130692905965146,0.0565048951803164,NA
2013,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.12,0.08,30375416793,0.0779375,0.073,0.0648724941598509,0.0464729295088331,0.063548226287357,NA
2014,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.17,0.08,34380608560,0.0779375,0.073,0.0648724941598509,0.12913838976372,0.0682034383537236,NA
2015,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.043,0.08,34837679505,0.0779375,0.073,0.0648724941598509,0.111190056081656,0.0635836172627537,0.0558022263082842
2016,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.018,0.0775,34303969832,0.0779375,0.073,0.0648724941598509,0.0716819985353307,0.0558664035501277,0.0584113574712841
2017,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.12,0.076,37280246063,0.0779375,0.073,0.0648724941598509,0.0927751203741984,0.0521677223613211,0.0684591977190301
2018,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.087,0.075,39259545408,0.0779375,0.073,0.0648724941598509,0.0862582877748586,0.0661800469953493,0.0710649958495182
2019,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.069,0.075,40593758865,0.0779375,0.073,0.0648724941598509,0.0668207927762772,0.0975373852957635,0.067742357501615
2020,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.037,0.075,40710304167,0.0779375,0.073,0.0648724941598509,0.06559055218608,0.0881514717371537,0.0642521752336542
2021,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.28,0.073,50620519084,0.0779375,0.073,0.0648724941598509,0.11553396932512,0.0933881624018043,0.0753922791344523
2022,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",-0.03,0.073,47671054492,0.0779375,0.073,0.0648724941598509,0.0839107958448171,0.0883339333146851,0.0626440881500361
2023,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.061,0.073,48833108114,0.0779375,0.073,0.0648724941598509,0.0786752396690498,0.0824601234724709,0.0703289453896059
2024,6,"Missouri","MO","Missouri Public School Retirement System","Missouri Teachers","State Plans",0.106,0.073,52048358495,0.0779375,0.073,0.0648724941598509,0.0860409331686169,0.0763879641237315,0.0936917758749425
2001,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",-0.0201,0.085,5432961296,0.0790625,0.0695,0.0585977306059611,NA,NA,NA
2002,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",-0.0642,0.085,5024517229,0.0790625,0.0695,0.0585977306059611,NA,NA,NA
2003,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.0676,0.085,5190418601,0.0790625,0.0695,0.0585977306059611,NA,NA,NA
2004,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.17,0.085,5859486975,0.0790625,0.0695,0.0585977306059611,NA,NA,NA
2005,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.13,0.085,6431033445,0.0790625,0.0695,0.0585977306059611,0.0529494783631204,NA,NA
2006,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.12,0.085,6983737684,0.0790625,0.0695,0.0585977306059611,0.0814707723781789,NA,NA
2007,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.19,0.085,8056993537,0.0790625,0.0695,0.0585977306059611,0.134717024812163,NA,NA
2008,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.014,0.085,7934030312,0.0790625,0.0695,0.0585977306059611,0.123087125798587,NA,NA
2009,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",-0.19,0.085,6163086701,0.0790625,0.0695,0.0585977306059611,0.0434539328569672,NA,NA
2010,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.14,0.085,6727623355,0.0790625,0.0695,0.0585977306059611,0.0452942510555441,0.049114882357935,NA
2011,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.21,0.085,7768709373,0.0790625,0.0695,0.0585977306059611,0.0615782974685937,0.0714783718317753,NA
2012,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.0209,0.08,7581882309,0.0790625,0.0695,0.0585977306059611,0.0295306485955718,0.0808450187364067,NA
2013,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.11,0.08,7993837570,0.0790625,0.0695,0.0585977306059611,0.0483258251539065,0.0850627806134228,NA
2014,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.19,0.08,9136781826,0.0790625,0.0695,0.0585977306059611,0.132162258188079,0.0869034736068222,NA
2015,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",-0.0265,0.08,8516654912,0.0790625,0.0695,0.0585977306059611,0.0969703622278415,0.0708206260691286,0.0648301266336779
2016,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",2e-04,0.0765,8109161214,0.0790625,0.0695,0.0585977306059611,0.0559787773700431,0.0587748356678381,0.0662867258329451
2017,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.0345,0.075,7945358298,0.0790625,0.0695,0.0585977306059611,0.058777365137169,0.0440516019086319,0.0734384967249853
2018,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.0748,0.0725,8034508424,0.0790625,0.0695,0.0585977306059611,0.0519753997602412,0.0501490270410507,0.073919609380986
2019,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.043,0.071,7916465279,0.0790625,0.0695,0.0585977306059611,0.024596937516008,0.0770375956811877,0.0657246285267561
2020,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.052,0.0695,7910830533,0.0790625,0.0695,0.0585977306059611,0.0406124325239625,0.0684198599074273,0.0606550287675118
2021,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.26,0.0695,9519930080,0.0790625,0.0695,0.0585977306059611,0.0897973542795996,0.0727548078444018,0.0690162909060199
2022,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",-0.09,0.0695,8248414597,0.0790625,0.0695,0.0585977306059611,0.0622039905982943,0.0604892938657364,0.0500676656214512
2023,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.025,0.0695,8557793248,0.0790625,0.0695,0.0585977306059611,0.0521730414754131,0.052074215976728,0.0508232655379195
2024,6,"Missouri","MO","Missouri State Employees' Retirement System","Missouri State Employees","State Plans",0.066,0.0695,8798645184,0.0790625,0.0695,0.0585977306059611,0.0567730990781614,0.0405606570329213,0.0702399508968135
2001,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",-0.051,0.08,2777337620,0.0776666666666667,0.073,0.0617441273371422,NA,NA,NA
2002,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",-0.073,0.08,2564499473,0.0776666666666667,0.073,0.0617441273371422,NA,NA,NA
2003,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.065,0.08,2696362315,0.0776666666666667,0.073,0.0617441273371422,NA,NA,NA
2004,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.13,0.08,3030678813,0.0776666666666667,0.073,0.0617441273371422,NA,NA,NA
2005,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.08,0.08,3243418873,0.0776666666666667,0.073,0.0617441273371422,0.0271634342754266,NA,NA
2006,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.09,0.08,3520982676,0.0776666666666667,0.073,0.0617441273371422,0.056018697580339,NA,NA
2007,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.18,0.08,4103437060,0.0776666666666667,0.073,0.0617441273371422,0.108235511837227,NA,NA
2008,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",-0.049,0.08,3854176079,0.0776666666666667,0.073,0.0617441273371422,0.0834234820684445,NA,NA
2009,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",-0.21,0.08,2998359517,0.0776666666666667,0.073,0.0617441273371422,0.00857447721469673,NA,NA
2010,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.13,0.0775,3315905638,0.0776666666666667,0.073,0.0617441273371422,0.0177448452070699,0.0224432944760342,NA
2011,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.22,0.0775,3942107754,0.0776666666666667,0.073,0.0617441273371422,0.0409397136516851,0.0484520974608729,NA
2012,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.0227,0.0775,3924212181,0.0776666666666667,0.073,0.0617441273371422,0.0115767236093589,0.0588036872111106,NA
2013,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.13,0.0775,4301832667,0.0776666666666667,0.073,0.0617441273371422,0.0470765008153471,0.0650949575063278,NA
2014,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.17,0.0775,4945675166,0.0776666666666667,0.073,0.0617441273371422,0.132635493600122,0.0688064608864196,NA
2015,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.046,0.0775,5063937537,0.0776666666666667,0.073,0.0617441273371422,0.115272041934159,0.0653930597117918,0.052494316013936
2016,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.0202,0.0775,5035858913,0.0776666666666667,0.073,0.0617441273371422,0.0760833531613725,0.0583656728679103,0.0575827687777661
2017,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.12,0.0765,5475372351,0.0776666666666667,0.073,0.0617441273371422,0.0958216243754029,0.052856898370313,0.071001926737015
2018,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.089,0.0765,5782558598,0.0776666666666667,0.073,0.0617441273371422,0.0877516571065122,0.0672203141241186,0.0725942643484225
2019,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.0565,0.0765,5905584176,0.0776666666666667,0.073,0.0617441273371422,0.0657773381522626,0.09869797554465,0.0677957979271107
2020,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.0273,0.0765,5845474024,0.0776666666666667,0.073,0.0617441273371422,0.0619390771396391,0.088278899442235,0.0642404857485186
2021,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.28,0.0765,7211389030,0.0776666666666667,0.073,0.0617441273371422,0.111231470566026,0.093516203348232,0.0757020784099112
2022,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",-0.0418,0.073,6649820273,0.0776666666666667,0.073,0.0617441273371422,0.0770904148845868,0.0864156515984131,0.0608735421026916
2023,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.0835,0.073,6921501810,0.0776666666666667,0.073,0.0617441273371422,0.0760002401651161,0.0818599929226564,0.070138966878833
2024,6,"Montana","MT","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan","Montana PERS","State Plans",0.0894,0.073,7250467259,0.0776666666666667,0.073,0.0617441273371422,0.0826197415418011,0.0741655302473225,0.0933122065469012
2001,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",-0.051,0.08,2239208114,0.0768333333333333,0.073,0.061580496520113,NA,NA,NA
2002,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",-0.073,0.08,2041691136,0.0768333333333333,0.073,0.061580496520113,NA,NA,NA
2003,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.062,0.08,2123634260,0.0768333333333333,0.073,0.061580496520113,NA,NA,NA
2004,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.13,0.0775,2354844199,0.0768333333333333,0.073,0.061580496520113,NA,NA,NA
2005,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.0804,0.0775,2487136540,0.0768333333333333,0.073,0.061580496520113,0.0266601295116977,NA,NA
2006,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.0891,0.0775,2745771047,0.0768333333333333,0.073,0.061580496520113,0.055326893331171,NA,NA
2007,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.18,0.0775,3209275322,0.0768333333333333,0.073,0.061580496520113,0.107509500036561,NA,NA
2008,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",-0.0488,0.0775,2993392632,0.0768333333333333,0.073,0.061580496520113,0.0833702993046239,NA,NA
2009,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",-0.21,0.0775,2301618671,0.0768333333333333,0.073,0.061580496520113,0.0085249686161617,NA,NA
2010,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.13,0.0775,2521445720,0.0768333333333333,0.073,0.061580496520113,0.0176195183975141,0.0221298286184701,NA
2011,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.22,0.0775,2972421050,0.0768333333333333,0.073,0.061580496520113,0.0409834929222967,0.0481306576924074,NA
2012,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.022,0.0775,2932202476,0.0768333333333333,0.073,0.061580496520113,0.0114807468868223,0.0584066025310082,NA
2013,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.13,0.0775,3185064406,0.0768333333333333,0.073,0.061580496520113,0.0469331245946045,0.0649958932052188,NA
2014,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.17,0.0775,3652220265,0.0768333333333333,0.073,0.061580496520113,0.132480401783598,0.0687070513790118,NA
2015,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.046,0.0775,3708385838,0.0768333333333333,0.073,0.061580496520113,0.11511932769566,0.0652545203872252,0.0522311539182214
2016,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.021,0.0775,3656830798,0.0768333333333333,0.073,0.061580496520113,0.0761046933170013,0.0583984232788752,0.0573735879466961
2017,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.12,0.0775,3950761443,0.0768333333333333,0.073,0.061580496520113,0.0959934303846128,0.0528894783159717,0.0707900917112123
2018,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.088,0.075,4148324206,0.0768333333333333,0.073,0.061580496520113,0.0877223223972714,0.0671328547461536,0.0725181139745024
2019,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.057,0.075,4220285752,0.0768333333333333,0.073,0.061580496520113,0.0658494523597559,0.0986599182864571,0.0677536681214892
2020,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.027,0.075,4167839558,0.0768333333333333,0.073,0.061580496520113,0.0619488970799493,0.0882094192566709,0.06415150422928
2021,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.28,0.075,5116849108,0.0768333333333333,0.073,0.061580496520113,0.111067550013411,0.0934463887917201,0.0756713726786211
2022,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",-0.041,0.073,4724449484,0.0768333333333333,0.073,0.061580496520113,0.0771112963023464,0.0865113457946152,0.0609022831048922
2023,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.083,0.073,4920843113,0.0768333333333333,0.073,0.061580496520113,0.0761194794296975,0.0819053467573831,0.0701200266632844
2024,6,"Montana","MT","Montana Teachers' Retirement System","Montana Teachers","State Plans",0.089,0.073,5151867830,0.0768333333333333,0.073,0.061580496520113,0.0825577447479471,0.0741711127131524,0.0932660896480628
2001,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",-0.04211,0.08,1837681400,0.076875,0.075,NA,NA,NA,NA
2002,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",NA,0.08,NA,0.076875,0.075,NA,NA,NA,NA
2003,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.04947,0.08,1726543300,0.076875,0.075,NA,NA,NA,NA
2004,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.16801,0.08,1975619000,0.076875,0.075,NA,NA,NA,NA
2005,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.10065,0.08,2144779203,0.076875,0.075,NA,NA,NA,NA
2006,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.088,0.08,2307679562,0.076875,0.075,NA,NA,NA,NA
2007,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",0.183,0.08,2714267659,0.076875,0.075,NA,0.116698398944108,NA,NA
2008,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",-0.03,0.08,2618801439,0.076875,0.075,NA,0.0992493934212229,NA,NA
2009,6,"Maryland","MD","Montgomery County (MD) Employees' Retirement System","Montgomery County (MD) ERS","Local Plans",-0.165,0.08,2145999195,0.076875,0.075,NA,0.0278842642064738,NA,NA
