"fy","month","state","state_abb","plan","plan_abb","gov_type2","return","arr","mva","mean_arr","latest_arr","avg_return","rolling_5","rolling_10","rolling_15"
2008,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",-0.0574,0.0825,1282493872,0.0787083333333333,0.07,0.0578643385916922,0.0899872448286663,NA,NA
2009,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",-0.19,0.0825,1014697982,0.0787083333333333,0.07,0.0578643385916922,0.0144410659677174,NA,NA
2010,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.19,0.0825,1169844902,0.0787083333333333,0.07,0.0578643385916922,0.031877343039229,0.0331252293899698,NA
2011,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.21,0.085,1380606734,0.0787083333333333,0.07,0.0578643385916922,0.0498338097443471,0.059949962610756,NA
2012,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.0216,0.085,1378489496,0.0787083333333333,0.07,0.0578643385916922,0.0234936064332878,0.067848688920267,NA
2013,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.0855,0.085,1470492327,0.0787083333333333,0.07,0.0578643385916922,0.0527993606440733,0.0712319424222818,NA
2014,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.14,0.085,1657245868,0.0787083333333333,0.07,0.0578643385916922,0.127274230187049,0.0693705025429159,NA
2015,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",-0.0015,0.0795,1624861239,0.0787083333333333,0.07,0.0578643385916922,0.0884031764622499,0.0597634537401841,0.0512320142242406
2016,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.0141,0.0795,1690650152,0.0787083333333333,0.07,0.0578643385916922,0.0506277875397325,0.0502307236108226,0.0568334163931545
2017,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.11,0.075,1748442294,0.0787083333333333,0.07,0.0578643385916922,0.0682116299751749,0.0456135871330634,0.0679696555681988
2018,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.0741,0.075,1841500283,0.0787083333333333,0.07,0.0578643385916922,0.0659584575409413,0.0593584768963928,0.0694712217213957
2019,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.061,0.075,1909469823,0.0787083333333333,0.07,0.0578643385916922,0.0507572282543294,0.0883434869533959,0.0631297278866654
2020,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.043,0.07,1959066641,0.0787083333333333,0.07,0.0578643385916922,0.0599603846421453,0.0740876358885523,0.0598290933085075
2021,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.26,0.07,2425222408,0.0787083333333333,0.07,0.0578643385916922,0.106999912530947,0.0784455799478552,0.0688227147057985
2022,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",-0.0866,0.07,2276645124,0.0787083333333333,0.07,0.0578643385916922,0.0646704301381662,0.0664395602021997,0.0519276630051555
2023,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.0758,0.07,2423230405,0.0787083333333333,0.07,0.0578643385916922,0.0650072321057189,0.0654827386707677,0.0612380584533863
2024,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.1006,0.07,2663839712,0.0787083333333333,0.07,0.0578643385916922,0.0728410483285491,0.0617417229718229,0.0831512760815925
2001,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.1,0.085,1138548000,0.0790208333333333,0.07,0.0689473204748956,NA,NA,NA
2002,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0671,0.085,1066517158,0.0790208333333333,0.07,0.0689473204748956,NA,NA,NA
2003,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0634,0.08,1099109824,0.0790208333333333,0.07,0.0689473204748956,NA,NA,NA
2004,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0768,0.08,1245650105,0.0790208333333333,0.07,0.0689473204748956,NA,NA,NA
2005,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0805,0.08,1333532418,0.0790208333333333,0.07,0.0689473204748956,0.0774840644158821,NA,NA
2006,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0844,0.0825,1430822223,0.0790208333333333,0.07,0.0689473204748956,0.0744104421678802,NA,NA
2007,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.11,0.0825,1647173018,0.0790208333333333,0.07,0.0689473204748956,0.082913561169462,NA,NA
2008,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0694,0.0825,1501320179,0.0790208333333333,0.07,0.0689473204748956,0.0841328326709319,NA,NA
2009,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",-0.11,0.0825,1145066114,0.0790208333333333,0.07,0.0689473204748956,0.0435986029974376,NA,NA
2010,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0675,0.0825,1305250050,0.0790208333333333,0.07,0.0689473204748956,0.0410752252112137,0.0591232057807336,NA
2011,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0932,0.085,1520766932,0.0790208333333333,0.07,0.0689473204748956,0.0427594501354189,0.0584666465669719,NA
2012,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0625,0.085,1491619901,0.0790208333333333,0.07,0.0689473204748956,0.0336781265861674,0.0580094806590368,NA
2013,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0672,0.085,1554351563,0.0790208333333333,0.07,0.0689473204748956,0.0332524737860573,0.058386947798359,NA
2014,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0829,0.085,1705364605,0.0790208333333333,0.07,0.0689473204748956,0.0745982355678569,0.0589849939551206,NA
2015,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.065,0.0795,1653116441,0.0790208333333333,0.07,0.0689473204748956,0.0740944387051932,0.0574559611034027,0.0640902857099759
2016,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0679,0.0795,1620899749,0.0790208333333333,0.07,0.0689473204748956,0.0690761984251023,0.0558358342198013,0.061991413109503
2017,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.11,0.075,1738557574,0.0790208333333333,0.07,0.0689473204748956,0.0784685098293938,0.0558358342198013,0.0647856652793175
2018,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.076,0.075,1832372554,0.0790208333333333,0.07,0.0689473204748956,0.080241256043208,0.0564856601451826,0.0656221442731106
2019,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.063,0.075,1904488564,0.0790208333333333,0.07,0.0689473204748956,0.076241518103165,0.0754195629606766,0.0647062039364117
2020,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0455,0.07,1951489882,0.0790208333333333,0.07,0.0689473204748956,0.0722711658730426,0.0731824150852307,0.0623714778219697
2021,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.27,0.07,2422793508,0.0790208333333333,0.07,0.0689473204748956,0.11009271998771,0.0893914379064318,0.0736202225235838
2022,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",-0.0885,0.07,2339412945,0.0790208333333333,0.07,0.0689473204748956,0.0672004344992401,0.0728196783633663,0.0596105234452278
2023,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.0776,0.07,2527709398,0.0790208333333333,0.07,0.0689473204748956,0.067517628918329,0.0738605981741778,0.0601502571059149
2024,6,"Vermont","VT","Vermont State Teachers' Retirement System","Vermont Teachers","State Plans",0.1034,0.07,2817685669,0.0790208333333333,0.07,0.0689473204748956,0.0755113519270478,0.0758763730722751,0.0754501584123584
2001,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",-0.0747,0.08,259350000,0.0720833333333333,0.0675,0.0633077148278269,NA,NA,NA
2002,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",-0.0755,0.08,234214000,0.0720833333333333,0.0675,0.0633077148278269,NA,NA,NA
2003,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.0278,0.08,235272000,0.0720833333333333,0.0675,0.0633077148278269,NA,NA,NA
2004,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.18,0.08,271154000,0.0720833333333333,0.0675,0.0633077148278269,NA,NA,NA
2005,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.12,0.075,296197000,0.0720833333333333,0.0675,0.0633077148278269,0.0304801351886763,NA,NA
2006,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.12,0.075,325685000,0.0720833333333333,0.0675,0.0633077148278269,0.0705987113467264,NA,NA
2007,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.2,0.075,389664000,0.0720833333333333,0.0675,0.0633077148278269,0.127928531300323,NA,NA
2008,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",-0.044,0.075,367106000,0.0720833333333333,0.0675,0.0633077148278269,0.11170981049955,NA,NA
2009,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",-0.211,0.075,283934000,0.0720833333333333,0.0675,0.0633077148278269,0.0257238112218039,NA,NA
2010,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.141,0.07,314794000,0.0720833333333333,0.0675,0.0633077148278269,0.0295417473772646,0.0300108344186045,NA
2011,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.191,0.07,361401000,0.0720833333333333,0.0675,0.0633077148278269,0.0422759325628337,0.0563424020030046,NA
2012,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.014,0.07,354250000,0.0720833333333333,0.0675,0.0633077148278269,0.00775288766730098,0.0661487862865284,NA
2013,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.118,0.07,388835000,0.0720833333333333,0.0675,0.0633077148278269,0.0398024431546631,0.075155140915226,NA
2014,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.1567,0.07,442194000,0.0720833333333333,0.0675,0.0633077148278269,0.122482502898862,0.0730130618511642,NA
2015,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.0472,0.07,456472000,0.0720833333333333,0.0675,0.0633077148278269,0.103388308419403,0.0658256551076994,0.0539111225844244
2016,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.0183,0.07,468302000,0.0720833333333333,0.0675,0.0633077148278269,0.0693532022337029,0.0557277613557319,0.0606616504896205
2017,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.121,0.07,515399000,0.0720833333333333,0.0675,0.0633077148278269,0.091025008995216,0.0485626368186938,0.0743771913292257
2018,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.075,0.07,544158000,0.0720833333333333,0.0675,0.0633077148278269,0.0825003313154922,0.060936609424701,0.0775979831701228
2019,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.067,0.0675,563456000,0.0720833333333333,0.0675,0.0633077148278269,0.065164723079669,0.0934481077591383,0.0703905445374895
2020,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.014,0.0675,549455000,0.0720833333333333,0.0675,0.0633077148278269,0.0583234982812297,0.0806210133664027,0.0633190457415707
2021,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.275,0.0675,673151000,0.0720833333333333,0.0675,0.0633077148278269,0.106994153535782,0.0880109112217007,0.0725471758422276
2022,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.006,0.0675,656965000,0.0720833333333333,0.0675,0.0633077148278269,0.0832876720098206,0.0871494571120022,0.0600121729546281
2023,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.061,0.0675,677958000,0.0720833333333333,0.0675,0.0633077148278269,0.0804512711073151,0.0814753159198378,0.0674020160685562
2024,6,"Virginia","VA","Virginia Judicial Retirement System","Virginia Judicial Retirement System","State Plans",0.0986,0.0675,717164000,0.0720833333333333,0.0675,0.0633077148278269,0.0867764523779841,0.0759163252533632,0.0912196842384436
2001,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",-0.012,0.08,350132000,0.0720833333333333,0.0675,NA,NA,NA,NA
2002,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",-0.0838,0.08,350064000,0.0720833333333333,0.0675,NA,NA,NA,NA
2003,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",0.0353,0.08,394779000,0.0720833333333333,0.0675,NA,NA,NA,NA
2004,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",0.17,0.08,497771000,0.0720833333333333,0.0675,NA,NA,NA,NA
2005,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",0.12,0.075,593370000,0.0720833333333333,0.0675,NA,0.0419418118614352,NA,NA
2006,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",0.12,0.075,699923000,0.0720833333333333,0.0675,NA,0.0684044339580407,NA,NA
2007,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",0.2,0.075,868366000,0.0720833333333333,0.0675,NA,0.127648829456528,NA,NA
2008,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",-0.044,0.075,852640000,0.0720833333333333,0.0675,NA,0.10981913661032,NA,NA
2009,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",-0.211,0.075,690606000,0.0720833333333333,0.0675,NA,0.0257238112218039,NA,NA
2010,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",0.141,0.07,792429000,0.0720833333333333,0.0675,NA,0.0295417473772646,0.0357232225113304,NA
2011,6,"Virginia","VA","Virginia Law Officers’ Retirement System","Virginia Law Officers’ Retirement System","State Plans",0.191,0.07,910666000,0.0720833333333333,0.0675,NA,0.0422759325628337,0.0552593177782812,NA
